"grav";"catv";"sexe";"an_nais";"trajet";"voiture";"PL";"moto";"jour";"mois";"lum";"dep";"com";"agg";"casque";"gilet"
4;1;1;2014;5;1;0;0;13;6;1;"68";"68012";2;0;0
3;1;1;2010;5;1;0;0;15;6;1;"68";"68334";2;0;0
4;1;1;1997;5;1;0;0;2;11;1;"974";"97409";2;0;0
4;1;1;1991;5;1;0;0;8;12;1;"971";"97101";2;1;0
3;1;1;1960;5;1;0;0;29;9;1;"89";"89206";2;1;0
3;1;1;1982;5;1;0;0;2;11;1;"64";"64483";2;1;0
4;1;1;2007;0;1;0;0;3;11;3;"59";"59350";2;0;0
4;1;2;1954;0;0;0;0;2;11;2;"44";"44143";2;1;0
4;1;1;1997;9;1;0;0;1;11;3;"75";"75101";2;0;0
4;1;1;1967;5;1;0;0;3;11;1;"83";"83070";2;1;0
3;1;1;2009;5;1;0;0;2;11;1;"63";"63322";1;1;0
4;1;1;1981;5;1;0;0;2;11;1;"63";"63322";1;1;0
4;1;1;2009;0;1;0;0;27;9;1;"78";"78551";2;0;0
3;1;1;1968;5;1;0;0;3;11;1;"63";"63353";1;1;0
4;1;1;1967;5;1;0;0;27;9;1;"78";"78440";2;0;0
4;1;1;1946;5;1;0;0;2;11;1;"35";"35027";2;1;0
3;80;2;1972;5;1;0;0;24;10;1;"31";"31183";1;1;0
4;1;1;1974;5;0;0;0;30;10;1;"15";"15096";1;0;0
4;1;1;1975;9;1;0;0;27;9;1;"69";"69290";2;0;0
4;1;2;1997;1;1;0;0;2;11;2;"17";"17043";1;0;1
4;1;1;2003;2;1;0;0;27;9;1;"51";"51454";2;0;0
4;1;1;2003;5;1;0;0;6;12;1;"50";"50615";2;1;0
3;80;1;1974;5;1;0;0;6;12;3;"37";"37027";2;0;0
4;1;2;1998;1;0;1;0;27;9;1;"75";"75116";2;1;0
4;1;2;1964;1;0;0;0;27;9;1;"75";"75113";2;0;0
4;80;1;2007;2;1;0;0;27;9;1;"75";"75107";2;0;0
4;1;1;1959;9;1;0;0;27;9;1;"75";"75101";2;0;0
4;1;1;2000;0;1;0;0;1;11;3;"35";"35238";2;1;0
4;1;1;1965;5;1;0;0;1;11;1;"75";"75111";2;0;0
2;1;1;1950;5;0;0;0;2;11;1;"54";"54125";1;1;0
3;1;1;2011;5;0;0;0;1;11;2;"33";"33392";1;1;0
2;1;1;1954;5;1;0;0;2;11;1;"84";"84069";1;1;0
3;1;1;2010;5;0;0;0;2;11;1;"82";"82030";1;1;0
3;80;2;1946;5;1;0;0;1;11;1;"03";"03145";1;1;1
4;1;1;1980;1;0;0;0;11;1;3;"75";"75111";2;0;0
4;1;2;1964;1;0;0;0;11;1;1;"93";"93049";2;1;0
4;1;1;1970;9;1;0;0;11;1;3;"93";"93063";2;1;0
4;1;1;2001;2;0;0;0;11;1;1;"92";"92035";2;0;0
4;1;1;1985;0;0;0;1;11;1;3;"92";"92026";2;0;0
4;1;1;1954;9;1;0;0;10;1;1;"973";"97302";2;0;0
3;1;1;1987;1;0;0;1;3;4;1;"06";"06027";2;1;0
4;1;1;1989;9;1;0;0;3;4;3;"75";"75113";2;0;0
4;1;1;1975;0;1;0;0;10;1;1;"59";"59350";2;0;0
4;1;1;1997;1;1;0;0;3;4;1;"75";"75104";2;1;0
4;1;1;1994;1;0;0;0;3;4;2;"94";"94028";2;1;0
4;1;1;1987;1;0;0;1;3;4;2;"94";"94019";2;1;1
2;1;1;1965;5;0;0;0;9;5;1;"83";"83118";2;0;0
4;80;2;2006;0;1;0;0;10;5;1;"80";"80021";2;0;0
4;1;2;1965;0;0;0;0;8;5;1;"76";"76552";2;0;0
4;1;1;1999;5;1;0;0;3;4;1;"92";"92012";2;0;0
4;1;1;2003;0;0;0;0;8;5;1;"56";"56121";2;1;0
2;80;1;1972;5;0;0;0;3;4;1;"66";"66020";2;0;0
4;80;1;1951;5;1;0;0;4;4;1;"13";"13051";2;1;0
3;1;1;2012;0;1;0;0;3;4;1;"973";"97309";2;1;0
3;1;1;2012;0;1;0;0;3;4;1;"973";"97309";2;1;0
4;1;1;1973;0;1;0;0;3;4;1;"973";"97309";2;1;0
4;1;1;1972;0;0;0;0;10;5;1;"92";"92007";2;0;0
4;1;1;2007;5;0;0;0;3;4;1;"33";"33118";2;1;0
3;1;1;1975;5;0;0;0;3;4;1;"33";"33118";2;1;0
3;1;1;2010;5;1;0;0;10;5;1;"30";"30278";1;0;0
4;1;1;1982;5;1;0;0;10;5;1;"83";"83097";1;1;0
3;1;1;2014;5;1;0;0;10;5;1;"67";"67187";2;0;0
3;1;1;1978;5;1;0;0;11;5;1;"82";"82151";1;1;0
2;1;1;1949;5;1;0;0;4;4;1;"33";"33022";1;1;1
2;80;1;1957;5;0;0;0;8;5;1;"29";"29155";1;0;0
4;1;1;1977;5;1;0;0;10;5;3;"38";"38175";2;0;0
4;1;1;2007;5;0;0;1;26;6;1;"42";"42108";2;0;0
2;1;1;1971;9;1;0;0;7;1;2;"971";"97101";1;0;0
4;1;1;1974;5;1;0;0;10;5;1;"33";"33535";2;1;0
2;1;1;1948;3;1;0;0;18;7;1;"38";"38012";1;0;0
3;1;1;2007;5;0;0;0;17;7;2;"66";"66093";1;0;0
4;1;1;1992;5;0;0;0;18;7;1;"06";"06119";1;1;0
4;1;2;2005;9;0;0;1;23;2;3;"75";"75102";2;0;0
4;1;1;1974;5;1;0;0;8;5;2;"973";"97302";2;1;0
3;1;1;1993;5;1;0;0;2;4;1;"86";"86194";2;0;0
4;1;1;2002;0;0;0;1;9;5;1;"69";"69382";2;0;0
2;1;1;1945;5;0;0;0;9;5;1;"76";"76576";1;1;0
3;1;1;1953;5;0;0;0;2;4;1;"83";"83069";1;1;0
4;1;1;1970;5;1;0;0;9;5;1;"74";"74200";2;1;0
4;1;1;2015;0;1;0;0;9;5;1;"72";"72181";2;1;0
4;1;1;2009;5;0;0;0;17;7;1;"52";"52377";1;1;0
4;1;1;2003;5;1;0;0;9;5;1;"47";"47001";2;0;0
4;1;1;2001;1;1;0;0;9;5;2;"37";"37122";2;0;0
4;80;2;1981;4;1;0;0;2;4;1;"63";"63075";2;1;0
3;1;1;1976;5;0;0;0;17;7;1;"65";"65059";1;1;0
3;1;1;1994;5;0;0;0;16;7;1;"65";"65059";1;1;0
3;1;1;2015;5;0;0;0;25;2;1;"70";"70056";1;1;0
4;1;2;1976;1;1;0;0;17;7;1;"72";"72154";2;0;0
4;80;1;2004;5;0;0;0;2;4;1;"45";"45302";2;0;0
4;1;1;2009;5;1;0;0;8;5;1;"13";"13210";2;0;0
3;1;1;1971;5;1;0;0;18;7;1;"59";"59608";1;1;0
4;1;1;1974;5;1;0;0;18;7;1;"59";"59608";1;1;0
4;1;1;1978;5;1;0;0;18;7;1;"59";"59608";1;1;0
4;1;1;1993;5;1;0;0;18;7;1;"59";"59608";1;1;0
4;1;2;1998;5;1;0;0;18;7;1;"59";"59608";1;1;0
4;1;1;2002;5;1;0;0;18;7;1;"59";"59608";1;1;0
4;1;1;1993;5;1;0;0;18;7;1;"59";"59608";1;1;0
4;1;1;2006;5;1;0;0;18;7;1;"59";"59608";1;1;0
3;1;1;1983;9;1;0;0;9;5;1;"75";"75116";2;0;0
4;1;2;1959;5;0;0;0;2;4;1;"30";"30007";2;0;0
4;80;2;1950;0;1;0;0;22;8;1;"17";"17264";2;0;0
3;1;1;1967;3;1;0;0;1;4;1;"29";"29019";2;1;0
4;1;2;1975;1;1;0;0;18;8;2;"84";"84099";1;1;1
4;1;1;1994;5;0;0;0;8;5;1;"01";"01002";1;1;0
3;80;1;1947;3;1;0;0;8;5;1;"12";"12169";2;0;0
4;1;1;2002;2;0;0;0;2;4;1;"17";"17300";2;0;0
4;1;1;1962;5;0;0;1;24;8;1;"69";"69169";1;1;0
2;1;1;1965;5;0;0;1;24;8;1;"69";"69169";1;1;0
3;1;1;1971;5;0;0;1;24;8;1;"69";"69169";1;1;0
4;1;1;1966;5;0;0;1;24;8;1;"69";"69169";1;1;0
3;1;2;2000;5;0;0;1;17;7;3;"69";"69382";2;0;0
4;1;1;1973;5;1;0;0;20;8;2;"69";"69063";2;1;0
4;1;1;2005;0;0;0;0;1;4;1;"06";"06027";2;0;0
4;1;1;1960;0;1;0;0;16;7;1;"84";"84007";2;0;0
4;1;2;1981;1;1;0;0;2;4;1;"75";"75115";2;0;0
4;1;1;1999;5;1;0;0;1;4;1;"75";"75114";2;0;0
4;1;1;2002;1;1;0;0;2;4;1;"75";"75111";2;0;0
4;80;1;1984;1;1;0;0;2;4;1;"75";"75107";2;0;0
4;1;1;2008;1;0;0;0;16;7;1;"64";"64445";2;0;0
4;80;1;2001;5;1;0;0;15;7;1;"64";"64122";2;0;0
3;1;1;2007;2;1;0;0;23;2;1;"974";"97408";1;1;0
4;1;2;1992;5;0;0;0;15;8;1;"29";"29042";2;0;0
4;80;1;1996;0;1;0;0;14;6;2;"91";"91377";2;0;0
4;1;1;2011;5;0;0;0;15;7;1;"37";"37233";2;1;0
4;1;1;1996;1;0;0;0;16;7;1;"35";"35238";2;1;0
4;1;2;1955;5;1;0;0;14;6;1;"91";"91479";2;0;0
4;1;1;1968;0;1;0;0;13;6;1;"78";"78440";2;0;0
4;1;1;1976;0;1;0;0;14;6;1;"78";"78208";2;1;0
4;1;2;1976;9;1;0;0;16;7;1;"21";"21054";2;0;0
4;1;1;1993;0;1;0;0;22;8;1;"69";"69388";2;1;0
4;1;1;1967;5;1;0;0;22;2;1;"93";"93066";2;0;0
4;80;1;1948;0;1;0;0;14;6;1;"72";"72181";2;1;0
4;1;1;1963;5;0;0;0;20;8;3;"971";"97120";2;1;0
4;1;2;1999;1;0;0;0;21;2;3;"92";"92075";2;0;0
4;1;1;1987;0;1;0;0;16;7;2;"13";"13047";1;1;0
4;1;2;1965;0;1;0;0;22;2;1;"92";"92062";2;1;0
4;1;2;1965;1;1;0;0;20;2;1;"92";"92035";2;1;0
3;80;2;1962;0;0;0;0;14;6;1;"64";"64122";2;0;0
4;80;1;1949;0;1;0;0;22;8;1;"78";"78005";1;1;0
3;1;1;1951;5;1;0;0;23;2;1;"56";"56034";2;1;0
3;1;1;2012;5;0;0;0;22;8;1;"77";"77111";2;0;0
4;1;1;1967;9;1;0;0;16;7;1;"75";"75114";2;0;0
4;1;1;1976;1;1;0;0;22;8;1;"67";"67482";2;1;0
4;1;2;1962;3;1;0;0;14;6;1;"56";"56260";2;1;0
4;1;1;2009;2;0;0;0;14;6;1;"51";"51454";2;0;0
4;1;2;1995;5;1;0;0;15;7;3;"94";"94067";2;0;0
4;1;1;1974;0;1;0;0;16;7;1;"94";"94052";2;1;0
3;1;2;1995;9;1;0;0;20;2;1;"39";"39300";2;1;0
4;80;1;1993;0;1;0;0;16;7;1;"93";"93045";2;0;0
4;1;2;1986;0;1;0;0;22;8;1;"11";"11069";1;1;0
4;1;1;1940;5;0;0;0;13;6;1;"75";"75106";2;0;0
3;1;1;2006;4;1;0;0;22;8;1;"75";"75114";2;1;0
3;1;1;1962;5;1;0;0;17;7;1;"21";"21559";1;1;0
4;1;1;2004;5;0;0;0;16;7;3;"56";"56186";2;0;0
4;1;1;1995;5;1;0;0;21;8;1;"75";"75114";2;0;0
4;1;1;1972;5;1;0;0;14;7;1;"56";"56258";2;0;0
4;80;1;1990;9;1;0;0;14;6;1;"75";"75107";2;0;0
4;1;2;1996;9;0;0;0;14;6;3;"75";"75103";2;0;0
4;1;2;1991;9;1;0;0;22;8;1;"75";"75107";2;1;0
4;80;1;1981;1;0;0;0;22;8;1;"75";"75103";2;0;0
4;1;1;2006;1;0;0;0;21;8;1;"75";"75102";2;0;0
4;1;1;1998;0;1;0;0;22;8;1;"94";"94080";2;1;0
4;80;1;2002;5;1;0;0;13;6;3;"75";"75101";2;0;0
2;1;2;1957;5;1;0;0;27;9;1;"38";"38160";1;1;0
4;80;2;1957;5;1;0;0;27;9;1;"84";"84137";2;0;0
4;1;1;1972;5;0;0;0;23;8;1;"54";"54345";1;1;0
4;1;2;1989;1;0;0;0;14;6;1;"94";"94002";2;0;0
4;1;1;1964;1;1;0;0;13;6;1;"92";"92078";2;0;0
3;1;1;1972;5;0;0;0;22;8;2;"89";"89186";2;0;0
3;1;1;1960;5;0;0;0;22;8;1;"61";"61190";1;1;0
4;1;1;2000;4;1;0;0;7;12;3;"67";"67482";2;0;0
3;1;1;2001;5;0;0;0;15;8;1;"29";"29287";2;0;0
4;1;1;1980;0;1;0;0;13;6;1;"92";"92025";2;0;0
4;1;1;1998;5;1;0;0;7;12;3;"67";"67482";2;0;0
3;1;1;1989;5;1;0;0;23;8;1;"05";"05012";2;1;0
4;1;1;1988;5;1;0;0;23;8;1;"90";"90065";1;1;0
3;1;1;2013;5;1;0;0;28;9;1;"34";"34058";2;0;0
3;1;1;1957;5;0;0;0;6;6;1;"31";"31410";2;1;0
3;1;1;1947;5;0;0;0;22;8;1;"21";"21016";2;1;0
3;1;1;1986;5;1;0;0;15;6;2;"974";"97404";1;1;0
2;1;1;1973;1;1;0;0;28;9;1;"83";"83006";1;1;0
3;1;1;1961;5;1;0;0;22;8;1;"30";"30003";1;1;0
4;1;1;1994;3;1;0;0;15;6;1;"30";"30117";2;0;0
3;80;1;1981;5;1;0;0;15;6;2;"30";"30125";1;0;1
3;1;1;1977;5;0;1;0;14;6;1;"63";"63415";2;1;0
3;1;2;1975;0;1;0;0;15;5;1;"45";"45098";2;0;0
4;1;2;1967;0;1;0;0;6;12;3;"75";"75106";2;0;0
4;1;2;1965;5;1;0;0;7;12;1;"75";"75116";2;0;0
4;1;1;1967;5;1;0;0;7;12;3;"75";"75112";2;0;0
4;1;1;1947;0;1;0;0;31;7;1;"28";"28085";1;1;0
4;1;1;1985;9;0;0;1;7;12;1;"75";"75110";2;0;0
4;1;1;1938;5;1;0;0;14;6;1;"34";"34103";1;1;0
4;1;2;2003;1;1;0;0;31;10;1;"973";"97302";2;0;0
4;1;1;1993;9;1;0;0;6;12;1;"75";"75104";2;1;0
4;1;1;1980;0;1;0;0;31;10;2;"69";"69383";2;1;0
4;80;1;1999;9;1;0;0;6;12;1;"94";"94022";2;0;0
4;1;1;2008;0;1;0;0;24;9;1;"971";"97107";2;0;0
4;1;1;1995;0;1;0;0;7;12;1;"92";"92019";2;1;0
4;1;1;1938;5;1;0;0;30;10;1;"87";"87050";2;0;0
3;1;1;1970;5;0;0;0;28;10;2;"31";"31467";2;0;0
4;80;1;1985;0;0;0;1;6;12;3;"974";"97405";2;0;0
4;1;1;1969;0;1;0;0;30;10;3;"72";"72181";2;0;0
4;1;2;1995;0;1;0;0;30;10;1;"72";"72003";2;0;0
4;1;1;1956;5;1;0;0;31;10;1;"69";"69091";2;1;0
4;1;2;1969;0;1;0;0;31;10;1;"64";"64445";2;0;0
4;80;1;1993;0;1;0;0;26;9;2;"63";"63032";2;1;0
3;1;1;1979;-1;1;0;0;25;9;1;"59";"59599";2;1;0
3;80;2;1951;5;1;0;0;25;10;2;"44";"44132";2;0;0
4;1;2;1989;3;1;0;0;3;12;1;"67";"67348";1;1;0
2;80;1;1946;5;1;0;0;6;12;1;"40";"40184";2;0;0
4;1;1;2012;2;0;0;1;6;12;1;"973";"97302";2;0;0
4;1;1;1985;4;0;0;1;25;9;1;"75";"75113";2;1;0
4;1;2;1968;0;1;0;0;31;10;1;"06";"06029";2;0;0
4;1;2;1991;5;0;0;0;26;9;1;"75";"75110";2;0;0
4;80;1;2004;1;1;0;0;5;12;3;"87";"87085";2;1;0
4;80;1;1994;9;1;0;0;30;10;3;"75";"75105";2;0;0
4;1;1;1997;1;1;0;0;31;10;1;"75";"75112";2;1;0
4;1;2;2001;1;1;0;0;26;9;1;"94";"94054";2;0;0
4;1;2;2002;0;1;0;0;25;9;1;"93";"93001";2;0;0
4;1;1;2011;2;1;0;0;26;9;1;"92";"92076";2;0;0
4;1;1;1990;0;1;0;0;30;10;3;"94";"94033";2;0;0
3;1;1;1976;0;1;0;0;26;9;1;"51";"51649";2;0;0
4;1;1;1997;0;1;0;0;5;12;3;"67";"67482";2;0;0
4;1;2;1962;0;1;0;0;5;12;1;"67";"67482";2;0;0
3;1;1;1970;5;0;0;0;27;9;1;"65";"65388";1;1;0
2;1;1;1996;5;1;0;0;1;11;2;"31";"31184";1;1;1
2;1;1;1945;5;0;0;0;31;10;3;"65";"65025";2;1;0
4;1;1;2010;2;0;0;0;5;12;1;"56";"56162";2;0;0
3;1;1;1953;5;1;0;0;1;11;1;"31";"31052";1;1;0
3;1;1;1989;5;1;0;0;1;11;1;"13";"13069";1;1;0
3;1;1;1978;5;1;0;0;1;11;1;"13";"13069";1;1;0
4;1;1;2002;0;1;0;0;5;12;3;"44";"44109";2;0;0
4;1;1;1937;5;1;0;0;6;12;1;"35";"35238";2;0;0
3;1;1;1958;5;0;0;0;29;10;1;"33";"33056";2;0;0
2;1;2;1963;1;0;1;0;9;1;3;"80";"80021";2;0;0
4;1;2;1993;5;1;0;0;8;1;1;"67";"67482";2;0;0
4;1;1;1967;0;0;0;0;9;1;1;"64";"64129";2;0;0
4;80;2;1969;4;1;0;0;9;1;1;"31";"31555";2;0;0
3;80;1;1966;1;1;0;0;9;1;2;"31";"31022";2;1;0
4;1;2;2008;2;1;0;0;2;4;1;"74";"74267";2;0;0
4;80;1;2001;1;1;0;0;3;4;2;"80";"80368";1;0;0
4;1;1;1974;1;0;0;0;9;1;1;"75";"75119";2;1;0
4;1;1;1964;1;0;0;0;9;1;3;"75";"75115";2;0;0
4;1;2;2001;5;1;0;0;8;1;3;"75";"75114";2;0;0
4;1;1;1983;5;1;0;0;9;1;3;"75";"75103";2;1;0
4;1;2;1959;5;0;0;0;9;1;2;"75";"75101";2;0;0
4;1;2;1984;5;0;0;1;9;1;1;"75";"75101";2;0;0
4;1;2;1992;4;0;0;0;9;1;1;"75";"75104";2;1;0
4;1;1;2006;1;1;0;0;3;4;2;"37";"37242";1;0;0
3;1;1;1995;5;1;0;0;9;5;1;"61";"61194";1;1;0
4;1;1;1969;5;0;0;0;9;5;1;"03";"03273";1;1;0
3;1;2;1966;5;0;0;1;9;5;1;"48";"48166";1;1;0
4;1;1;1950;5;1;0;0;10;1;1;"58";"58004";2;0;0
3;80;1;1958;0;1;0;0;9;5;3;"66";"66037";2;0;0
4;1;1;1969;0;1;0;0;25;3;1;"44";"44184";2;0;0
2;1;1;1962;5;0;0;0;10;5;1;"65";"65451";1;1;0
3;1;1;2009;5;1;0;0;9;5;1;"50";"50032";2;0;0
4;1;1;1971;3;1;0;0;1;4;1;"74";"74012";2;1;0
3;1;1;1946;0;1;0;0;1;4;1;"69";"69013";2;0;0
4;1;1;2006;0;1;0;0;6;5;1;"987";"98736";2;0;0
3;1;1;1979;5;0;0;0;30;3;3;"75";"75104";2;0;0
4;1;2;2021;5;0;1;0;1;4;1;"93";"93070";2;0;0
4;1;1;1954;5;1;0;0;15;2;1;"77";"77091";1;1;0
2;1;1;1948;5;0;0;0;3;5;1;"76";"76108";1;1;0
4;1;1;1974;0;1;0;0;1;4;1;"93";"93046";2;1;0
3;1;1;1972;5;1;0;0;7;1;1;"972";"97213";1;1;0
4;1;2;1956;5;1;0;0;17;2;1;"33";"33262";2;0;0
4;80;2;1956;0;1;0;0;8;5;1;"64";"64445";2;1;0
4;1;1;1993;5;1;0;0;8;5;1;"54";"54395";2;0;0
3;1;1;1999;5;1;0;0;16;7;2;"29";"29026";1;1;0
3;1;1;2010;5;1;0;0;16;7;3;"01";"01370";2;0;0
4;1;1;1975;5;1;0;0;5;7;1;"45";"45166";1;1;0
2;1;2;1960;5;0;0;0;14;7;1;"64";"64110";1;0;0
4;1;2;1967;5;1;0;0;30;3;1;"12";"12254";1;1;1
4;1;1;2009;5;1;0;0;1;4;1;"68";"68305";2;0;0
2;1;1;1953;5;0;1;0;17;7;1;"07";"07176";2;1;0
4;1;2;1992;1;0;0;0;8;5;1;"75";"75115";2;0;0
4;1;1;2005;0;1;0;0;8;5;2;"94";"94046";2;1;0
4;1;1;1961;1;0;0;0;21;2;1;"75";"75104";2;1;0
4;1;1;2012;5;1;0;0;17;7;1;"66";"66065";2;0;0
4;1;1;2002;5;1;0;0;8;5;3;"93";"93046";2;0;0
4;1;1;1953;5;0;0;0;21;2;2;"94";"94041";2;0;0
3;1;2;2008;5;0;0;0;16;7;1;"86";"86123";2;0;0
4;80;1;1973;5;1;0;0;8;1;3;"35";"35051";2;1;1
4;1;1;1982;0;1;0;0;8;5;1;"92";"92024";2;0;0
4;80;2;2007;5;0;0;0;17;7;1;"29";"29042";2;0;0
4;80;1;1966;0;1;0;0;7;5;1;"35";"35236";2;0;0
3;1;1;1980;5;0;1;0;2;4;1;"69";"69071";2;1;0
2;1;1;1954;5;0;0;0;9;5;1;"67";"67478";2;0;0
3;1;1;1963;5;1;0;0;8;5;1;"76";"76254";1;0;0
2;1;2;1978;5;0;1;0;21;2;1;"40";"40065";2;0;0
4;1;1;1990;1;1;0;0;8;1;3;"75";"75117";2;1;0
4;1;2;1993;5;0;0;0;8;1;3;"75";"75117";2;1;0
4;1;1;1977;0;0;0;0;18;3;1;"44";"44109";2;0;0
3;1;1;1946;5;1;0;0;15;4;1;"68";"68267";2;0;0
4;80;2;1986;5;1;0;0;25;1;1;"74";"74014";2;0;0
3;1;1;1940;5;1;0;0;31;3;1;"988";"98818";2;1;0
2;1;1;1942;5;0;0;0;20;2;1;"29";"29276";1;1;0
4;1;1;1991;1;1;0;0;31;3;1;"69";"69383";2;1;0
3;1;1;1950;5;1;0;0;21;2;1;"03";"03283";1;1;0
4;1;1;1946;5;1;0;0;21;2;1;"03";"03283";1;1;0
3;1;1;1992;0;1;0;0;12;6;1;"80";"80021";2;0;0
4;1;1;1978;5;1;0;0;14;7;1;"974";"97409";2;0;0
4;1;2;2013;5;1;0;0;26;5;1;"76";"76540";2;1;0
4;1;2;1985;0;1;0;0;15;7;1;"69";"69383";2;0;0
4;1;1;2000;4;1;0;0;13;6;1;"67";"67482";2;0;0
2;1;1;1943;0;1;0;0;12;6;1;"67";"67482";2;1;0
4;1;1;2009;5;1;0;0;12;6;1;"62";"62457";2;0;0
3;1;1;1977;0;1;0;0;21;2;1;"42";"42094";2;0;0
4;1;1;1991;5;1;0;0;12;6;1;"62";"62119";2;0;0
4;1;1;1992;1;1;0;0;3;6;1;"56";"56260";2;1;0
4;1;1;1979;1;0;0;0;12;6;1;"56";"56121";2;0;0
4;1;1;1983;0;1;0;0;13;6;1;"54";"54395";2;0;0
4;1;2;1954;5;1;0;0;7;5;1;"988";"98818";2;1;0
3;1;2;1985;1;1;0;0;13;6;1;"49";"49099";2;1;0
4;1;1;1996;5;1;0;0;15;7;1;"73";"73065";2;0;0
3;1;1;1946;5;0;0;0;20;2;1;"75";"75116";2;1;0
3;1;1;1987;5;0;0;0;20;2;1;"75";"75116";2;1;0
4;1;1;2004;0;1;0;0;15;7;1;"67";"67482";2;0;0
4;1;1;1963;0;0;1;0;19;2;3;"94";"94068";2;0;0
4;1;1;1964;1;1;0;0;7;5;1;"69";"69389";2;1;1
4;1;1;1972;5;1;0;0;7;5;1;"95";"95607";2;1;0
4;1;1;1995;5;1;0;0;15;7;3;"54";"54395";2;0;0
4;1;1;1970;0;1;0;0;27;6;1;"76";"76322";2;1;0
4;1;1;1982;5;1;0;0;21;8;2;"60";"60159";2;1;0
4;1;1;2012;5;0;0;0;12;7;1;"49";"49007";2;0;0
2;1;1;1946;5;0;0;0;18;2;1;"30";"30003";2;0;0
4;1;2;1982;1;1;0;0;13;6;1;"75";"75119";2;1;0
4;80;1;1986;1;1;0;0;21;8;2;"33";"33281";2;1;0
4;1;2;1980;1;0;0;0;13;6;1;"75";"75117";2;0;0
3;1;1;1982;0;1;0;0;21;8;1;"31";"31555";2;0;0
4;1;1;2003;5;0;0;0;13;6;3;"75";"75115";2;1;0
4;1;2;1974;9;1;0;0;13;6;1;"75";"75112";2;0;0
4;1;1;2018;0;1;0;0;13;7;1;"28";"28134";2;0;0
4;1;2;1980;1;0;0;0;13;6;1;"75";"75107";2;0;0
4;1;2;1999;0;0;0;0;21;8;1;"75";"75114";2;0;0
4;1;2;1948;3;1;0;0;14;7;1;"10";"10387";2;0;0
4;1;1;1995;1;0;0;1;12;6;1;"75";"75101";2;0;0
3;80;1;1995;1;0;0;0;21;8;1;"75";"75107";2;0;0
4;1;1;1975;0;1;0;0;11;7;1;"05";"05061";2;0;0
4;80;2;1990;9;0;0;0;21;8;1;"75";"75102";2;0;0
4;1;1;1967;5;1;0;0;13;7;1;"05";"05023";2;1;0
4;1;1;1981;5;0;0;0;5;7;1;"64";"64371";2;0;0
4;1;1;1995;1;1;0;0;13;6;1;"94";"94037";2;1;0
3;1;1;2010;5;1;0;0;25;9;1;"40";"40230";1;1;0
4;1;2;1957;0;0;0;1;21;8;1;"92";"92024";2;1;0
4;80;1;1995;1;1;0;0;21;8;1;"92";"92014";2;0;0
4;1;1;1994;5;1;0;0;14;7;3;"75";"75118";2;0;0
4;1;2;1957;5;1;0;0;17;8;1;"31";"31022";2;0;0
4;1;1;1997;5;1;0;0;15;7;1;"75";"75111";2;0;0
4;1;1;1989;1;1;0;0;19;2;1;"75";"75116";2;1;0
4;1;1;2004;5;0;0;0;15;7;2;"75";"75107";2;0;0
4;1;2;2011;5;1;0;0;13;6;1;"92";"92025";2;0;0
4;1;2;1979;0;1;0;0;19;2;1;"75";"75112";2;0;0
4;1;2;1981;0;0;0;1;13;6;1;"92";"92012";2;0;0
3;1;1;1961;5;0;0;1;22;8;1;"85";"85259";1;0;0
4;1;1;1991;1;1;0;0;19;2;1;"94";"94044";2;0;0
3;1;1;1935;5;1;0;0;14;6;1;"22";"22206";1;1;0
3;1;1;2014;2;1;0;0;24;9;1;"49";"49023";2;1;0
3;1;2;1950;5;0;0;0;22;8;1;"33";"33485";1;0;0
3;1;1;1972;5;0;0;0;22;8;1;"33";"33485";1;0;0
3;80;1;1937;5;0;0;0;14;6;1;"65";"65465";2;1;0
4;1;1;1958;5;0;0;0;19;2;1;"22";"22025";1;1;0
4;80;1;1962;5;0;0;0;12;7;1;"35";"35272";1;0;1
3;80;2;1955;5;0;0;0;12;7;1;"35";"35272";1;1;1
3;1;1;1971;5;0;0;1;15;7;1;"72";"72231";1;1;0
4;1;1;1969;5;0;0;0;14;6;1;"44";"44043";2;0;0
4;80;2;2004;1;0;0;0;22;8;1;"50";"50111";1;0;0
3;1;1;1976;5;1;0;0;13;7;1;"2B";"2B251";1;1;0
2;1;1;1953;5;0;0;0;14;6;1;"50";"50550";1;1;0
4;1;1;1952;5;1;0;0;16;7;1;"38";"38198";1;1;0
4;80;1;1942;5;1;0;0;12;6;1;"88";"88213";2;1;0
4;1;2;2008;5;1;0;0;9;7;1;"02";"02361";2;0;0
3;1;2;1967;5;1;0;0;21;8;1;"68";"68269";2;0;0
4;1;2;2006;5;1;0;0;5;12;3;"75";"75118";2;0;0
4;1;1;2010;0;1;0;0;25;9;1;"973";"97302";2;0;0
4;1;2;1981;5;1;0;0;6;12;1;"75";"75117";2;0;0
4;1;1;2007;0;1;0;0;30;10;1;"73";"73222";2;0;0
4;1;1;1966;0;1;0;0;30;10;1;"73";"73065";2;1;0
4;1;1;2017;5;1;0;0;27;10;1;"72";"72181";2;0;0
3;1;1;1998;9;0;0;0;6;12;3;"75";"75108";2;0;0
4;1;2;1969;4;1;0;0;25;9;1;"86";"86194";2;1;0
4;1;1;2018;2;0;0;0;29;10;3;"67";"67218";2;1;0
4;1;2;2004;9;0;0;0;6;12;3;"75";"75102";2;0;0
3;1;1;1998;5;1;0;0;27;10;1;"63";"63113";2;1;0
3;1;1;2007;0;1;0;0;25;9;1;"76";"76351";2;0;0
